"/ual/odom/pose/pose/position/z_x","/ual/odom/pose/pose/position/z_y","/del_uav/KF_pose/z_y"
43.65,2.25855422,2.257463694,
43.684,2.258618832,2.258259608,
43.717,2.261021852,2.259089928,
43.75,2.260536671,2.260843758,
43.784,2.261573792,2.261051309,
43.817,2.263442993,2.261808245,
43.85,2.265039444,2.263717252,
43.884,2.265887737,2.264882412,
43.917,2.26581049,2.265501533,
43.95,2.26693964,2.266004815,
43.984,2.268995523,2.266828919,
44.017,2.269698381,2.268995523,
44.05,2.271105289,2.2695085,
44.084,2.274106741,2.271524149,
44.117,2.276348352,2.27371474,
44.15,2.275972605,2.276246842,
44.184,2.276897669,2.275972605,
44.217,2.27704072,2.276795192,
44.25,2.276893616,2.276899597,
44.284,2.278305531,2.277155443,
44.317,2.278146744,2.278185921,
44.35,2.278611898,2.278272408,
44.384,2.27837801,2.278611898,
44.418,2.279598713,2.27870779,
44.45,2.280431271,2.279598713,
44.484,2.281889439,2.28020635,
44.517,2.282939672,2.281751472,
44.55,2.283107042,2.282517978,
44.584,2.283545017,2.283412476,
44.617,2.285094261,2.283732129,
44.65,2.285313368,2.285043828,
44.684,2.285314322,2.285203742,
44.717,2.286116123,2.285204438,
44.75,2.284993649,2.286116123,
44.784,2.282436371,2.285296892,
44.817,2.280772924,2.282158698,
44.85,2.280590057,2.280944642,
44.884,2.280184269,2.280453894,
44.917,2.280659437,2.280157732,
44.95,2.281317949,2.280640951,
44.984,2.281000376,2.281121562,
45.017,2.282042027,2.281452858,
45.05,2.281267881,2.2822131,
45.084,2.280042648,2.281648095,
45.117,2.278378487,2.279762206,
45.15,2.27833271,2.278547628,
45.184,2.277018785,2.27833271,
45.218,2.277183771,2.27737375,
45.25,2.278037786,2.277359611,
45.284,2.278679371,2.277982909,
45.317,2.280466318,2.279006704,
45.35,2.28184247,2.280310896,
45.384,2.283337116,2.282386672,
45.417,2.286012411,2.283477531,
45.45,2.287264347,2.286350629,
45.484,2.289692402,2.287264347,
45.517,2.290937185,2.289945019,
45.55,2.292954445,2.290853516,
45.584,2.294039011,2.293418907,
45.617,2.296215773,2.294210471,
45.65,2.297806501,2.296645518,
45.684,2.299052954,2.297806501,
45.717,2.300073624,2.299208118,
45.75,2.302006245,2.299953048,
45.784,2.302794695,2.302350646,
45.817,2.304649591,2.302926092,
45.85,2.305800915,2.304279877,
45.884,2.307612181,2.306195299,
45.917,2.307351351,2.30751724,
45.95,2.308139086,2.307564162,
45.984,2.309858799,2.308139086,
46.017,2.310598373,2.310164683,
46.05,2.311462879,2.310704457,
46.084,2.312433958,2.311335411,
46.117,2.313341379,2.312559687,
46.15,2.314405918,2.313221963,
46.184,2.315132141,2.314389043,
46.217,2.315063953,2.314919072,
46.25,2.315809011,2.315265235,
46.284,2.315922737,2.315809011,
46.317,2.315941095,2.315892013,
46.35,2.316497564,2.316055874,
46.384,2.316697836,2.31646201,
46.417,2.316476107,2.316429632,
46.45,2.315147161,2.316267804,
46.484,2.315920353,2.315297881,
46.518,2.316813707,2.316075839,
46.55,2.317350864,2.316727848,
46.584,2.317952871,2.317681611,
46.617,2.319052935,2.318120982,
46.65,2.321100473,2.318923856,
46.684,2.322759151,2.321253512,
46.717,2.322537184,2.322464088,
46.75,2.32194519,2.322377253,
46.784,2.320672274,2.32194519,
46.817,2.319628239,2.32101616,
46.85,2.31956625,2.319628239,
46.884,2.319302559,2.319582997,
46.917,2.319982529,2.319486257,
46.95,2.320824146,2.319982529,
46.987,2.321472406,2.320858026,
47.017,2.321812153,2.321331155,
47.05,2.322865963,2.322096846,
47.085,2.32391119,2.322865963,
47.117,2.325977802,2.323628815,
47.15,2.326808929,2.32589117,
47.184,2.327572584,2.326497763,
47.217,2.329148054,2.327760211,
47.25,2.330081701,2.328910058,
47.284,2.3303864,2.330311968,
47.318,2.332925797,2.330534351,
47.35,2.333944798,2.333139639,
47.384,2.334714174,2.33388335,
47.417,2.334794283,2.334444875,
47.45,2.335275412,2.334796731,
47.484,2.33555007,2.335147879,
47.517,2.33633852,2.335601984,
47.55,2.336972475,2.33617743,
47.584,2.335959196,2.33682343,
47.617,2.335242987,2.336083894,
47.65,2.33539176,2.33540369,
47.684,2.334922075,2.335512271,
47.717,2.334546804,2.334820694,
47.75,2.334470034,2.334546804,
47.784,2.335054159,2.334490774,
47.817,2.335341215,2.335054159,
47.85,2.334975719,2.335242474,
47.884,2.334786177,2.334975719,
47.917,2.334620953,2.33474154,
47.95,2.333965063,2.334620953,
47.984,2.333847761,2.334142256,
48.017,2.333499432,2.333945987,
48.05,2.334536791,2.334624196,
48.084,2.334264755,2.333691761,
48.118,2.334658623,2.334425652,
48.15,2.335319996,2.334837297,
48.184,2.336012602,2.335319996,
48.217,2.336214542,2.33582549,
48.25,2.336632252,2.336214542,
48.284,2.337263107,2.336519405,
48.317,2.337305069,2.33718195,
48.35,2.33754611,2.337212576,
48.384,2.337865114,2.337750097,
48.417,2.339164257,2.337982921,
48.45,2.340040922,2.339401094,
48.484,2.341351748,2.340040922,
48.517,2.341816187,2.341477219,
48.55,2.34221077,2.341816187,
48.584,2.342978001,2.342284648,
48.617,2.342990875,2.342844607,
48.65,2.342172384,2.342769755,
48.684,2.342081308,2.342172384,
48.717,2.340660334,2.341814585,
48.75,2.339271069,2.340777496,
48.784,2.339114904,2.33922888,
48.817,2.337740898,2.339114904,
48.85,2.337756634,2.337605057,
48.884,2.337781429,2.337616541,
48.917,2.33784008,2.337634638,
48.95,2.337862968,2.337916149,
48.984,2.338510752,2.337932854,
49.017,2.339193344,2.338647366,
49.05,2.338830948,2.339145552,
49.084,2.337902308,2.338716362,
49.117,2.338047743,2.3380386,
49.15,2.337073088,2.337859343,
49.185,2.337454081,2.337147997,
49.217,2.337409019,2.337441907,
49.25,2.337518692,2.337409019,
49.284,2.337209463,2.337435152,
49.317,2.337064266,2.337209463,
49.35,2.336897612,2.337019243,
49.384,2.336960316,2.336897612,
49.417,2.33764267,2.337079668,
49.45,2.338577271,2.33757768,
49.484,2.339452982,2.338813849,
49.518,2.340131283,2.339452982,
49.55,2.340759993,2.339948036,
49.584,2.341850281,2.341054541,
49.617,2.343027353,2.341850281,
49.65,2.343981981,2.343177558,
49.685,2.344620705,2.343874287,
49.717,2.345525503,2.344818766,
49.75,2.345998049,2.345479128,
49.785,2.346790314,2.346126418,
49.817,2.348722219,2.346704648,
49.85,2.349685192,2.348114637,
49.884,2.350620985,2.349685192,
49.917,2.353034973,2.350368175,
49.95,2.354207516,2.353018033,
49.984,2.355792522,2.353873806,
50.017,2.356450796,2.355761283,
50.05,2.355252028,2.35624172,
50.084,2.351062536,2.354609922,
50.117,2.350068808,2.351552247,
50.15,2.348854065,2.349740637,
50.184,2.347495317,2.348854065,
50.217,2.347168446,2.347862392,
50.25,2.346421242,2.347035374,
50.284,2.346354485,2.346490032,
50.317,2.344913483,2.345965189,
50.35,2.343868494,2.344913483,
50.384,2.343926668,2.34388421,
50.417,2.344338179,2.343926668,
50.45,2.344865561,2.344581585,
50.484,2.346867323,2.344966491,
50.517,2.347231388,2.346965677,
50.55,2.348062754,2.347231388,
50.584,2.349496603,2.347838155,
50.617,2.351726294,2.349496603,
50.65,2.353240967,2.351123929,
50.684,2.354692698,2.353347244,
50.717,2.356066465,2.35440678,
50.75,2.358306885,2.356399788,
50.784,2.359037161,2.358034945,
50.817,2.360827208,2.359309359,
50.85,2.361665487,2.360615813,
50.884,2.36254549,2.361903226,
50.917,2.363090515,2.36254549,
50.95,2.363858461,2.362943273,
50.984,2.36420083,2.36379141,
51.017,2.364646196,2.364041286,
51.05,2.365873098,2.364883291,
51.084,2.366564035,2.365778737,
51.117,2.367928505,2.366778393,
51.15,2.368090153,2.367774242,
51.184,2.368301868,2.368202613,
51.217,2.367632627,2.368357132,
51.25,2.367201805,2.36752255,
51.284,2.367262125,2.367208117,
51.317,2.367196321,2.36717253,
51.35,2.367618561,2.367124504,
51.384,2.367576361,2.367613215,
51.417,2.367876053,2.367582415,
51.45,2.36868763,2.368001846,
51.484,2.368735552,2.36859417,
51.517,2.369285583,2.368795904,
51.55,2.369376421,2.369197341,
51.584,2.369644165,2.369448754,
51.617,2.368250608,2.369644165,
51.65,2.367364645,2.367867367,
51.684,2.365607738,2.367220752,
51.717,2.365692616,2.365543779,
51.75,2.366011381,2.365605726,
51.784,2.366140127,2.365838375,
51.817,2.366340876,2.36612834,
51.85,2.367721558,2.366274855,
51.884,2.368333578,2.367849541,
51.917,2.369138718,2.36829622,
51.95,2.369954586,2.368883846,
51.984,2.371577263,2.370231421,
52.017,2.372537136,2.371415722,
52.05,2.373974562,2.372755358,
52.084,2.374581337,2.373804454,
52.117,2.374804497,2.374554349,
52.15,2.374451399,2.374717221,
52.184,2.37430954,2.374335654,
52.217,2.373386145,2.374232119,
52.25,2.3732934,2.373444436,
52.285,2.373458147,2.373376747,
52.317,2.374281168,2.373496986,
52.35,2.37517643,2.374350345,
52.384,2.375996113,2.375003746,
52.417,2.376638412,2.376137622,
52.45,2.378137112,2.376606401,
52.484,2.378565073,2.377700217,
52.517,2.378662348,2.378621561,
52.55,2.378866196,2.378692556,
52.584,2.378669977,2.378721401,
52.617,2.378567696,2.378578193,
52.65,2.378492355,2.378503543,
52.684,2.378563643,2.378492355,
52.717,2.378866673,2.378544384,
52.75,2.378982782,2.378796594,
52.784,2.379076004,2.378881336,
52.817,2.379522085,2.379196516,
52.85,2.378428221,2.379522085,
52.884,2.37848711,2.37844413,
52.917,2.377282143,2.37848711,
52.95,2.377005339,2.377607672,
52.984,2.37624979,2.376897194,
53.017,2.376026392,2.376345761,
53.05,2.375396967,2.376026392,
53.084,2.37524581,2.37556701,
53.117,2.375543118,2.37531344,
53.15,2.375543356,2.375530429,
53.184,2.373935699,2.375325842,
53.217,2.373416662,2.374152504,
53.25,2.372739077,2.37329132,
53.284,2.371839046,2.372796788,
53.317,2.371683121,2.371700693,
53.35,2.371931791,2.371586892,
53.384,2.372268677,2.371768382,
53.417,2.372613907,2.372268677,
53.45,2.374294996,2.373068064,
53.484,2.375279903,2.374294996,
53.518,2.377116442,2.375013825,
53.55,2.377485037,2.377089196,
53.584,2.378226519,2.377358213,
53.617,2.379374027,2.378414339,
53.65,2.3799088,2.379251841,
53.684,2.381227016,2.380013982,
53.717,2.382085085,2.380976074,
53.75,2.384122849,2.382384721,
53.784,2.384785175,2.383871971,
53.817,2.386913538,2.385096148,
53.85,2.387798071,2.38664952,
53.884,2.389594078,2.388049271,
53.917,2.390361071,2.389360076,
53.95,2.390609026,2.390478748,
53.984,2.390229225,2.390659717,
54.017,2.388973713,2.390382522,
54.05,2.384632587,2.388973713,
54.084,2.381958961,2.383756415,
54.117,2.376179218,2.381805085,
54.15,2.373911858,2.375554568,
54.184,2.370335817,2.373899748,
54.217,2.368688583,2.369890807,
54.25,2.367072344,2.368688583,
54.284,2.364190102,2.367508981,
54.317,2.363388777,2.364184176,
54.35,2.362249613,2.363599334,
54.384,2.360231161,2.361975612,
54.417,2.358975649,2.360502457,
54.45,2.355736017,2.358493216,
54.484,2.354558229,2.356128791,
54.517,2.353375435,2.354180141,
54.551,2.352038383,2.353316886,
54.584,2.349970818,2.352341047,
54.617,2.348792553,2.349959803,
54.65,2.346797228,2.349099854,
54.684,2.34421134,2.346416821,
54.717,2.3428092,2.344529527,
54.75,2.340083838,2.34241765,
54.784,2.338879585,2.340428561,
54.817,2.337795734,2.338570223,
54.85,2.336622953,2.337779181,
54.884,2.33558774,2.336923234,
54.917,2.333543301,2.335270391,
54.95,2.332635403,2.333778269,
54.984,2.331972122,2.332427422,
55.017,2.329980135,2.331943331,
55.05,2.329049349,2.329728677,
55.084,2.328211546,2.329049349,
55.117,2.326609612,2.328437884,
55.15,2.325875998,2.32657644,
55.184,2.324881792,2.326041017,
55.217,2.323834419,2.324881792,
55.25,2.322753191,2.324117374,
55.284,2.32078886,2.322459158,
55.317,2.319886446,2.321025504,
55.35,2.318396807,2.319665841,
55.384,2.317843914,2.318578637,
55.417,2.316618443,2.317668203,
55.45,2.315771818,2.3167738,
55.484,2.315104723,2.315591598,
55.517,2.313493967,2.315104723,
55.55,2.312599182,2.313212365,
55.584,2.310301304,2.312559312,
55.617,2.308824062,2.309844571,
55.65,2.307291985,2.308766415,
55.684,2.304056168,2.307648238,
55.717,2.301841497,2.303985703,
55.75,2.297498226,2.300668136,
55.784,2.2953794,2.297498226,
55.817,2.291383743,2.295951814,
55.85,2.289513826,2.291342972,
55.885,2.287680626,2.289978224,
55.917,2.283813715,2.287182863,
55.95,2.281709909,2.284360623,
55.984,2.277913332,2.281222002,
56.017,2.276093483,2.278451093,
56.05,2.272251606,2.275589022,
56.084,2.270478487,2.272785052,
56.117,2.268459797,2.269892482,
56.15,2.264104128,2.268419154,
56.184,2.261181831,2.263314651,
56.217,2.258397579,2.261181831,
56.25,2.25216341,2.259149762,
56.284,2.249116659,2.252083219,
56.317,2.243043661,2.249859567,
56.35,2.239946842,2.24293674,
56.384,2.237208366,2.240676546,
56.417,2.231908083,2.236440725,
56.45,2.228861332,2.232572346,
56.484,2.223745823,2.228116749,
56.517,2.220747471,2.224383227,
56.55,2.215001583,2.219979056,
56.584,2.212736845,2.215785456,
56.617,2.207759857,2.212013067,
56.65,2.205390692,2.208380643,
56.684,2.203109026,2.204774286,
56.717,2.198475838,2.203109026,
56.75,2.196353197,2.1978765,
56.784,2.192328215,2.196327304,
56.817,2.187203646,2.191633357,
56.85,2.184171677,2.187893222,
56.884,2.178955555,2.183307549,
56.917,2.176499128,2.179500595,
56.95,2.171134949,2.175713967,
56.984,2.167822838,2.171798954,
57.017,2.161229849,2.166806702,
57.05,2.15807128,2.16199485,
57.085,2.154657125,2.157071826,
57.117,2.147726059,2.154580026,
57.15,2.144106388,2.149521431,
57.184,2.140201569,2.144006681,
57.217,2.136694431,2.141156773,
57.25,2.1294837,2.135647056,
57.284,2.126210213,2.130384348,
57.32,2.11920166,2.125181903,
57.35,2.115473509,2.120066754,
57.384,2.112637997,2.114582844,
57.417,2.109116077,2.112513363,
57.45,2.102806807,2.109942912,
57.484,2.098845482,2.102662077,
57.517,2.094091654,2.099770928,
57.55,2.08556056,2.092879324,
57.584,2.077722311,2.086652958,
57.617,2.074450016,2.077722311,
57.65,2.07149148,2.075334047,
57.684,2.065649033,2.070608737,
57.717,2.062910795,2.066344663,
57.75,2.060245037,2.062190624,
57.784,2.056167603,2.060245037,
57.817,2.0536623,2.055417932,
57.85,2.049178362,2.053589452,
57.884,2.047152042,2.048630939,
57.918,2.044871092,2.047152042,
57.95,2.035419464,2.045487305,
57.984,2.030939102,2.03536143,
58.017,2.021479845,2.032091466,
58.05,2.016586781,2.02118227,
58.084,2.011946678,2.017611097,
58.117,2.004080772,2.010660212,
58.15,2.001322508,2.00491933,
58.184,1.99600637,2.000472325,
58.217,1.994098425,1.996592374,
58.25,1.992362142,1.993531969,
58.284,1.989169002,1.992264753,
58.317,1.987941027,1.988763764,
58.35,1.986006498,1.987867535,
58.384,1.985046625,1.985747183,
58.417,1.983738184,1.985046625,
58.45,1.983393312,1.984091667,
58.484,1.982991695,1.983360301,
58.517,1.983005881,1.983067184,
58.55,1.983212352,1.983002146,
58.584,1.98345077,1.983152837,
58.617,1.983614922,1.98345077,
58.65,1.983757854,1.983570575,
58.685,1.984387994,1.983832376,
58.717,1.984818459,1.98429228,
58.75,1.9853369,1.984979838,
58.784,1.986334324,1.98535822,
58.818,1.986817122,1.986464755,
58.85,1.987389445,1.986817122,
58.884,1.988386989,1.987693011,
58.917,1.989146471,1.988421062,
58.95,1.9901793,1.989460181,
58.984,1.990842938,1.990213985,
59.017,1.990040302,1.990628903,
59.05,1.98895514,1.990043104,
59.084,1.988667011,1.988850409,
59.117,1.988050342,1.98864012,
59.15,1.987852931,1.988005093,
59.184,1.987732172,1.987861015,
59.217,1.987786293,1.98774718,
59.25,1.987923861,1.987786679,
59.284,1.988406539,1.987887082,
59.317,1.988661289,1.988406539,
59.35,1.989387155,1.988592467,
59.384,1.989827633,1.989387155,
59.417,1.990224838,1.989708635,
59.45,1.990641475,1.990357008,
59.484,1.99109745,1.990661088,
59.517,1.991292477,1.991163696,
59.552,1.991982579,1.991306035,
59.584,1.992272735,1.992060967,
59.617,1.992730618,1.992272735,
59.65,1.992376208,1.992634872,
59.684,1.990867972,1.992376208,
59.717,1.990551114,1.990782371,
59.75,1.990255594,1.990551114,
59.784,1.989770532,1.990335431,
59.817,1.989785433,1.989776876,
59.85,1.98585999,1.989787752,
59.884,1.982640505,1.985866141,
59.917,1.980647683,1.98351642,
59.95,1.977276802,1.980074818,
59.984,1.976501346,1.977614602,
60.017,1.975907803,1.97636296,
60.05,1.975461364,1.975929766,
60.084,1.975660443,1.975515146,
60.117,1.976446986,1.975660443,
60.15,1.976710081,1.976482219,
60.184,1.976665497,1.976674237,
60.217,1.976665497,1.976690842,
60.25,1.976939917,1.976690842,
60.284,1.977023125,1.976962396,
60.317,1.977697134,1.977023125,
60.35,1.978282571,1.977855293,
60.384,1.979225636,1.978282571,
60.417,1.979666829,1.979352008,
60.45,1.980086565,1.979674011,
60.484,1.979949594,1.980015682,
60.517,1.979681015,1.979915714,
60.55,1.98002553,1.979719693,
60.584,1.980292916,1.980011972,
60.617,1.981095195,1.980207122,
60.65,1.981528878,1.981115387,
60.684,1.981796265,1.981431909,
60.717,1.98260355,1.981906632,
60.75,1.983038902,1.982495824,
60.785,1.98359406,1.983188882,
60.817,1.984183788,1.98359406,
60.85,1.984806299,1.98402447,
60.884,1.986010432,1.984991865,
60.917,1.986324191,1.985870694,
60.95,1.986389637,1.986341872,
60.984,1.986449242,1.986389637,
61.017,1.987150788,1.986433139,
61.05,1.98767674,1.987150788,
61.084,1.988311172,1.987534651,
61.117,1.98784554,1.98826383,
61.15,1.987709403,1.987923992,
61.184,1.987828135,1.987707052,
61.217,1.988008976,1.987793708,
61.25,1.988365769,1.988043758,
61.284,1.988827229,1.988304161,
61.317,1.989928126,1.988960236,
61.35,1.990366936,1.989763719,
61.384,1.990951777,1.990555432,
61.417,1.991669655,1.990982275,
61.45,1.992909431,1.991506214,
61.484,1.99361515,1.992909431,
61.517,1.993839383,1.993424496,
61.55,1.993860483,1.993845083,
61.584,1.993816733,1.993860483,
61.617,1.993766665,1.993828553,
61.65,1.994262695,1.993823894,
61.684,1.995388031,1.994185918,
61.717,1.995993733,1.995394569,
61.75,1.996699095,1.995836637,
61.784,1.997000694,1.996788013,
61.817,1.99698782,1.997008134,
61.85,1.997257948,1.997026079,
61.884,1.997371912,1.997223231,
61.917,1.996957302,1.997262865,
61.95,1.995941877,1.996960265,
61.984,1.995063782,1.996219164,
62.017,1.993767858,1.994866171,
62.05,1.993428588,1.993920349,
62.084,1.992936254,1.993241605,
62.117,1.991250873,1.992882278,
62.15,1.990417242,1.991652213,
62.184,1.989609361,1.990417242,
62.217,1.988972783,1.989827615,
62.25,1.988658667,1.988903671,
62.285,1.988709331,1.988674415,
62.317,1.989246845,1.988711392,
62.35,1.990011692,1.989246845,
62.384,1.990944505,1.989805064,
62.417,1.992734432,1.991240985,
62.45,1.994597793,1.992547353,
62.484,1.995129704,1.994608968,
62.517,1.995513201,1.99499718,
62.55,1.995704174,1.995564793,
62.584,1.996114135,1.995704174,
62.617,1.996472001,1.996210815,
62.65,1.997050405,1.996472001,
62.684,1.998414993,1.996894145,
62.717,1.998960853,1.998414993,
62.75,1.999935031,1.998813385,
62.784,2.000268459,1.999936867,
62.817,2.000520706,2.000180217,
62.85,2.001473188,2.000637868,
62.884,2.002018929,2.001333032,
62.917,2.002586603,2.002173706,
62.95,2.003773689,2.00258802,
62.984,2.004417896,2.00394676,
63.017,2.006123543,2.00441693,
63.05,2.006937504,2.006340154,
63.084,2.007536173,2.006934219,
63.117,2.00861907,2.007828724,
63.15,2.00782752,2.00861907,
63.184,2.007032394,2.007606915,
63.217,2.006544113,2.007026597,
63.25,2.006384611,2.006501023,
63.284,2.006368399,2.006384611,
63.317,2.006531239,2.006372779,
63.35,2.006352901,2.006529693,
63.384,2.005895853,2.006399534,
63.418,2.005532026,2.005794278,
63.45,2.00524354,2.005528741,
63.484,2.004677534,2.005318191,
63.518,2.00418067,2.004677534,
63.551,2.003863811,2.004314901,
63.584,2.003472805,2.003807775,
63.617,2.00347805,2.003522401,
63.65,2.003709078,2.003544071,
63.684,2.004525423,2.003712685,
63.717,2.00514698,2.004693341,
63.75,2.00540185,2.00514698,
63.784,2.006380081,2.005332995,
63.817,2.00687027,2.006380081,
63.85,2.007457018,2.006737842,
63.884,2.009068489,2.00773643,
63.917,2.009885311,2.008912552,
63.95,2.009919882,2.00994386,
63.984,2.010222912,2.009969091,
64.017,2.010469913,2.010221044,
64.05,2.01013732,2.010401317,
64.084,2.008952379,2.010112844,
64.117,2.008778572,2.008900014,
64.15,2.00886941,2.008773162,
64.184,2.009526491,2.008839459,
64.217,2.009963274,2.009526491,
64.25,2.010741472,2.009845274,
64.284,2.012053251,2.010940629,
64.317,2.013066053,2.011898023,
64.35,2.013700962,2.013229462,
64.384,2.015330315,2.013692846,
64.417,2.016172886,2.01555794,
64.45,2.017715454,2.016172886,
64.484,2.018415213,2.017971098,
64.517,2.019446373,2.018481813,
64.55,2.020011902,2.019234399,
64.584,2.021448851,2.020276821,
64.617,2.021994114,2.021325569,
64.65,2.02259016,2.022133111,
64.684,2.02357626,2.022568132,
64.717,2.024107456,2.023719766,
64.75,2.024652481,2.024107456,
64.784,2.025380611,2.024505239,
64.817,2.026071548,2.025495262,
64.85,2.026299238,2.025999538,
64.884,2.026541471,2.026364679,
64.917,2.026870489,2.026541471,
64.95,2.0270679,2.026781603,
64.984,2.027294159,2.027045678,
65.017,2.027339458,2.027306397,
65.05,2.027264595,2.027339458,
65.084,2.027465582,2.027303821,
65.117,2.0265553,2.02745051,
65.15,2.026100636,2.026484706,
65.184,2.025586843,2.026152872,
65.217,2.025153399,2.025469746,
65.25,2.024263382,2.025153399,
65.284,2.023904324,2.024161936,
65.317,2.023653746,2.023899879,
65.35,2.023288727,2.023716997,
65.384,2.023331165,2.023288727,
65.417,2.02341485,2.0233197,
65.45,2.023497581,2.02348918,
65.484,2.023305178,2.023549561,
65.517,2.023175001,2.02329397,
65.55,2.023717642,2.023198962,
65.584,2.023863077,2.023784371,
65.618,2.024160862,2.023890516,
65.65,2.024069548,2.024107852,
65.684,2.023947716,2.024034122,
65.717,2.023881912,2.023945204,
65.75,2.023931503,2.023909351,
65.784,2.023901701,2.023945545,
65.818,2.023955822,2.023923794,
65.85,2.023840904,2.023932892,
65.884,2.023692131,2.02384902,
65.917,2.023310184,2.023624049,
65.95,2.023025751,2.023345288,
65.984,2.022365808,2.022925207,
66.017,2.022266626,2.022443552,
66.05,2.022406578,2.022371164,
66.084,2.022487402,2.022387641,
66.117,2.022437334,2.02244663,
66.15,2.022504091,2.022437334,
66.184,2.02233839,2.022486056,
66.217,2.022290468,2.022325444,
66.25,2.022306919,2.022290468,
66.284,2.022439241,2.022367336,
66.318,2.022867918,2.022463911,
66.35,2.023173809,2.022776777,
66.384,2.02362442,2.023173809,
66.417,2.023702621,2.023502685,
66.45,2.023238182,2.023627519,
66.484,2.023140192,2.023288551,
66.517,2.023092985,2.023114041,
66.55,2.02191782,2.023079588,
66.584,2.021253586,2.021710032,
66.617,2.020638466,2.021225245,
66.65,2.020225286,2.020776304,
66.684,2.020053864,2.020177494,
66.717,2.020032644,2.020052382,
66.75,2.020311356,2.020064785,
66.784,2.020503044,2.020268201,
66.817,2.020972013,2.020677725,
66.85,2.021743298,2.021019999,
66.884,2.022664785,2.021582916,
66.917,2.022877455,2.022712449,
66.95,2.023227692,2.022867664,
66.985,2.023378134,2.023294356,
