"/uav_ground_truth/pose/pose/position/z_x","/uav_ground_truth/pose/pose/position/z_y","/ual/pose/pose/position/z_y","/del_uav/KF_pose/z_y"
0.318,0.2999959457,-0.0403031446,-0.05369798794,
0.338,0.2999959486,-0.01493925229,-0.01335624288,
0.358,0.2999959505,-0.003107656725,-0.01338622274,
0.378,0.2999959583,-0.006375099998,-0.005710520305,
0.398,0.2999959602,-0.01257970277,-0.01342999559,
0.418,0.2999959662,-0.02061991952,-0.01346553482,
0.438,0.2999959635,-0.03442869708,-0.03093338121,
0.458,0.2999959665,-0.04189861938,-0.03095601952,
0.478,0.2999959744,-0.05575738102,-0.05015326399,
0.498,0.2999959891,-0.07502138615,-0.05015326399,
0.518,0.2999959798,-0.08423599601,-0.07578592541,
0.538,0.2999959786,-0.0986026898,-0.07644571879,
0.558,0.2999959963,-0.1017823592,-0.09237014352,
0.578,0.2999959905,-0.09817438573,-0.08850613426,
0.598,0.2999959905,-0.09529069811,-0.08850613426,
0.618,0.2999959883,-0.09005265683,-0.06843603047,
0.638,0.2999959934,-0.05755574256,-0.06843603047,
0.658,0.2999959954,-0.008185046725,-0.007368426576,
0.678,0.2999959919,0.04551257938,0.06874966798,
0.698,0.2999959954,0.1017215252,0.06874966798,
0.718,0.2999959953,0.1196881309,0.1317802626,
0.738,0.299995999,0.1684925109,0.1328764166,
0.758,0.2999960043,0.2098528743,0.1903470686,
0.778,0.2999960086,0.2445992529,0.2210619932,
0.798,0.299996013,0.2481432706,0.2210619932,
0.818,0.2999957977,0.2516586185,0.2284925608,
0.838,0.29999542,0.256647408,0.2284925608,
0.858,0.2999952828,0.2632717788,0.2390367685,
0.878,0.2999952201,0.2810690999,0.2648675458,
0.898,0.2999951994,0.3062207401,0.2648675458,
0.918,0.2999951932,0.339596957,0.3065261827,
0.938,0.2999951926,0.3738617599,0.3065261827,
0.958,0.2999951939,0.3935461044,0.3552206576,
0.978,0.2999951954,0.4343509376,0.4111249145,
0.998,0.2999951972,0.4761865735,0.4111249145,
1.018,0.2999951992,0.5176203847,0.4672100441,
1.038,0.2999952009,0.5333562493,0.4675494129,
1.058,0.2999952022,0.5752032995,0.5195607342,
1.078,0.2999952035,0.6000419259,0.5195607342,
1.098,0.299995205,0.6537736058,0.5915921782,
1.118,0.2999952065,0.6715490818,0.5915921782,
1.138,0.2999952078,0.7057446241,0.6386203072,
1.158,0.2999952095,0.7266520262,0.6386203072,
1.178,0.2999952118,0.7387548685,0.6659003533,
1.198,0.2999952145,0.7522464395,0.6829827428,
1.218,0.299995217,0.7525271773,0.6829827428,
1.238,0.2999952198,0.7455207705,0.6729440252,
1.258,0.2999952225,0.7219693661,0.6768764062,
1.278,0.2999952246,0.6980159283,0.6300639893,
1.298,0.2999952262,0.6446294785,0.5818749463,
1.318,0.2999952278,0.6249181032,0.5818749463,
1.338,0.2999952292,0.5853145123,0.5293427689,
1.358,0.2999952304,0.5320455432,0.5299588425,
1.378,0.2999952312,0.5015328526,0.4541037844,
1.398,0.2999952321,0.4710294902,0.4541037844,
1.418,0.2999952331,0.4367659986,0.4107391028,
1.438,0.2999952341,0.4206160307,0.381036746,
1.458,0.299995235,0.425060302,0.3838008855,
1.478,0.2999952364,0.4248709381,0.3838008855,
1.498,0.2999952382,0.4237986207,0.3839198658,
1.518,0.2999952402,0.4263883233,0.3815446148,
1.538,0.2999952421,0.4245017767,0.3821776525,
1.558,0.2999952442,0.4295434058,0.3847543622,
1.578,0.2999953589,0.4326998591,0.3888433621,
1.598,0.2999957957,0.4393101037,0.3981769436,
1.618,0.2999959199,0.4458962679,0.3975956491,
1.638,0.2999951829,0.4530844688,0.4194626719,
1.658,0.3000000001,0.4737880528,0.4194626719,
1.678,0.3000000001,0.4909979105,0.4443759123,
1.698,0.3000000001,0.4917561412,0.4438230853,
1.718,0.3000000001,0.4974691868,0.4496727018,
1.738,0.3000000002,0.5100310445,0.4496727018,
1.758,0.3000000001,0.5129668117,0.4630233883,
1.778,0.3000000002,0.5186191201,0.4725239097,
1.798,0.3000000001,0.5207384229,0.4725239097,
1.818,0.3000000001,0.5161653757,0.4630065863,
1.838,0.3000000001,0.5048419833,0.4630065863,
1.858,0.3000000001,0.4899258316,0.4435241896,
1.878,0.3000000001,0.4828878641,0.4450966457,
1.898,0.3,0.4400175214,0.4153783738,
1.918,0.3000000001,0.4210630059,0.4153783738,
1.938,0.3000000001,0.4007049203,0.3623807786,
1.958,0.3,0.3563283384,0.3623807786,
1.978,0.3000000001,0.3179971874,0.3025171323,
1.998,0.3000000001,0.3024842143,0.2586924565,
2.018,0.3000000001,0.2744674981,0.2586924565,
2.038,0.3,0.2575961947,0.2322747276,
2.058,0.3000000001,0.2532477081,0.2310785946,
2.078,0.3000000001,0.2444051355,0.2192457424,
2.098,0.3000000001,0.2386461645,0.2213222903,
2.118,0.3000000001,0.2282818109,0.2067225733,
2.138,0.3000000001,0.2272579372,0.2067225733,
2.158,0.3,0.2371438295,0.2147471567,
2.178,0.3,0.2760500312,0.2510275442,
2.198,0.3,0.3155281842,0.3103741843,
2.218,0.3000000001,0.3944604695,0.3219579313,
2.238,0.3,0.4185191989,0.3947712921,
2.258,0.2999999995,0.465680629,0.3947712921,
2.278,0.3000000004,0.4868811369,0.4592415712,
2.298,0.3000000003,0.5306606889,0.4771567774,
2.318,0.3,0.5745569468,0.5428605139,
2.338,0.3000000004,0.5955072641,0.6067861791,
2.358,0.3000000004,0.6386889219,0.6067861791,
2.378,0.3,0.6803569198,0.666313208,
2.398,0.2999991143,0.722061038,0.666313208,
2.418,0.3000000003,0.7657054663,0.7290759872,
2.438,0.2999999998,0.7867970467,0.7898513581,
2.458,0.3000000001,0.8273994923,0.7898513581,
2.478,0.3,0.8702325225,0.848607938,
2.498,0.3,0.9087434411,0.855509002,
2.518,0.2999922836,0.9514564276,0.9140085846,
2.538,0.2999930765,0.9955450892,0.9782539054,
2.558,0.3000000001,1.035732031,0.9782539054,
2.578,0.3000000001,1.076505184,1.039364055,
2.598,0.3000000001,1.109191656,1.092481952,
2.618,0.3000000001,1.151154995,1.092481952,
2.638,0.3000000001,1.185962319,1.15010558,
2.658,0.3000000001,1.228294134,1.211218404,
2.678,0.3000000001,1.270576477,1.270447321,
2.698,0.3000000001,1.311417818,1.272265887,
2.718,0.3000000001,1.348720312,1.348720312,
2.738,0.3000000001,1.382883549,1.348720312,
2.758,0.3000000001,1.400247693,1.400247693,
2.778,0.3000000001,1.417502165,1.400247693,
2.798,0.3000000001,1.460971475,1.460971475,
2.818,0.3000000001,1.482604742,1.460971475,
2.838,0.3,1.528192997,1.527427312,
2.858,0.3000000001,1.571136475,1.527427312,
2.878,0.3000000001,1.593214869,1.59215447,
2.898,0.3000000001,1.637831092,1.660062669,
2.918,0.3000000001,1.680257559,1.653376077,
2.938,0.3000000001,1.73223567,1.721339851,
2.958,0.3000000001,1.756080389,1.721339851,
2.978,0.3000000001,1.800555944,1.789750468,
2.998,0.3,1.848205805,1.7973192,
3.018,0.2999935595,1.873046756,1.865198506,
3.038,0.3000006696,1.912599325,1.924526837,
3.058,0.3000079062,1.95507586,1.929842824,
3.078,0.3000104451,1.999938369,1.994742246,
3.098,0.2999989603,2.021206141,1.994742246,
3.118,0.3000000032,2.065482378,2.059086144,
3.138,0.3000029685,2.107396603,2.055907559,
3.158,0.2999954131,2.127560377,2.115612156,
3.178,0.3000037452,2.169194937,2.115612156,
3.198,0.299995806,2.212720394,2.17536743,
3.218,0.3000127886,2.232099771,2.243784604,
3.238,0.3000576225,2.292860031,2.243784604,
3.258,0.300049096,2.329432487,2.301575719,
3.278,0.300092166,2.347312927,2.357141023,
3.298,0.3000296904,2.387929916,2.355987366,
3.318,0.3001822959,2.425954342,2.410630778,
3.338,0.3008480365,2.459591866,2.443046846,
3.358,0.3024921018,2.498303652,2.443046846,
3.378,0.3051838035,2.514692545,2.493708543,
3.398,0.3088651345,2.552511215,2.493708543,
3.418,0.3134870715,2.585750341,2.540285773,
3.438,0.319091423,2.604486227,2.557397666,
3.458,0.325713857,2.640460968,2.609136694,
3.478,0.3333622592,2.655930042,2.609136694,
3.498,0.3419811706,2.691437244,2.657344202,
3.518,0.3511584957,2.725153923,2.703884142,
3.538,0.36034404,2.756519556,2.719529269,
3.558,0.3691454825,2.790648699,2.767960371,
3.578,0.3774860593,2.821083069,2.813495894,
3.598,0.385798623,2.851219893,2.813495894,
3.618,0.3942778773,2.87735033,2.851943966,
3.638,0.4029112332,2.903152704,2.847569283,
3.658,0.4115887105,2.929294586,2.885122273,
3.678,0.4202765676,2.942586422,2.923124732,
3.698,0.4292804865,2.955822945,2.923124732,
3.718,0.438626679,2.98081708,2.923124732,
3.738,0.4481366226,3.00611639,2.963913457,
3.758,0.4576094355,3.031028748,3.000786749,
3.778,0.466974333,3.055464029,3.000786749,
3.798,0.4765839042,3.078365088,3.027077744,
3.818,0.4865577252,3.089696646,3.059260193,
3.838,0.4967503408,3.110141516,3.059260193,
3.858,0.5069668555,3.130617619,3.096153343,
3.878,0.5171123533,3.150401831,3.096153343,
3.898,0.5275276703,3.160220146,3.124782602,
3.918,0.5383144295,3.180325508,3.154730547,
3.938,0.5493183584,3.200365782,3.151448487,
3.958,0.5603386205,3.229379416,3.17873412,
3.978,0.5713755997,3.2380867,3.188323504,
3.998,0.58277539,3.263101578,3.188323504,
4.018,0.5945156098,3.271771193,3.212582363,
4.038,0.6063960818,3.28557229,3.231571161,
4.058,0.6182152807,3.301764488,3.253655926,
4.078,0.630006481,3.315614939,3.2739346,
4.098,0.6421855802,3.328673601,3.2739346,
4.118,0.6547543229,3.341342926,3.293600411,
4.138,0.6675016026,3.347787857,3.311721513,
4.158,0.6802108597,3.3607831,3.311721513,
4.178,0.6928636311,3.366369247,3.328231549,
4.198,0.7058537921,3.377825499,3.328231549,
4.218,0.7192231137,3.390480518,3.346904908,
4.238,0.7327959006,3.401535034,3.346904908,
4.258,0.7463761261,3.408414125,3.364243174,
4.278,0.7599156001,3.413357019,3.375958541,
4.298,0.7737312822,3.422607183,3.38980434,
4.318,0.7878485509,3.431330442,3.38980434,
4.338,0.8021221803,3.436523199,3.403379874,
4.358,0.8163953653,3.444397926,3.40340383,
4.378,0.830665135,3.453895569,3.40340383,
4.398,0.8452781243,3.461526632,3.41469994,
4.418,0.8603021231,3.46762991,3.419602415,
4.438,0.8756191026,3.474142313,3.429211873,
4.458,0.8911049306,3.478505135,3.436058704,
4.478,0.9066938363,3.481104374,3.436058704,
4.498,0.9225822619,3.488609791,3.465757702,
4.518,0.9388505734,3.49257493,3.471890861,
4.538,0.9553743237,3.495849609,3.471890861,
4.558,0.9719759333,3.497548819,3.471983444,
4.578,0.9886062714,3.500211239,3.471983444,
4.598,1.005470547,3.501916647,3.475892674,
4.618,1.022560396,3.504066467,3.481729862,
4.638,1.039783296,3.506656408,3.481729862,
4.658,1.057027758,3.50739789,3.484706041,
4.678,1.074291737,3.508255243,3.484706041,
4.698,1.09175396,3.509670019,3.484165782,
4.718,1.109357743,3.511070251,3.484165782,
4.738,1.126974926,3.510756016,3.484346917,
4.758,1.144505851,3.510548115,3.483422067,
4.778,1.161956849,3.510632992,3.483663746,
4.798,1.17954789,3.510414362,3.482913722,
4.818,1.197301003,3.510217428,3.482913722,
4.838,1.215113955,3.511513472,3.479691547,
4.858,1.232873908,3.511784077,3.48029364,
4.878,1.250547913,3.511090279,3.48029364,
4.898,1.268317578,3.511413336,3.468850175,
4.918,1.286242472,3.513278484,3.468850175,
4.938,1.304260116,3.51402688,3.471099617,
4.958,1.322267166,3.514632463,3.472851542,
4.978,1.340246059,3.516012192,3.472851542,
4.998,1.358335891,3.516432524,3.489047613,
5.018,1.376531201,3.516097069,3.489047613,
5.038,1.394743573,3.515878916,3.488505515,
5.058,1.41288176,3.513520479,3.485348876,
5.078,1.43093297,3.511992216,3.492182338,
5.098,1.449034266,3.511255741,3.490545341,
5.118,1.467221482,3.510185003,3.490545341,
5.138,1.485449553,3.508366108,3.487960783,
5.158,1.503633013,3.506477833,3.487960783,
5.178,1.521741499,3.505412817,3.4858608,
5.198,1.539861701,3.504063368,3.473844378,
5.218,1.557996006,3.502358913,3.473844378,
5.238,1.576083909,3.501421928,3.471265498,
5.258,1.594064347,3.497866154,3.467793938,
5.278,1.611942992,3.496271849,3.477809311,
5.298,1.629813673,3.493185997,3.473204197,
5.318,1.647697879,3.490718365,3.469560691,
5.338,1.665553863,3.488336325,3.459659719,
5.358,1.683323936,3.485891342,3.456154813,
5.378,1.700993783,3.484562874,3.456154813,
5.398,1.718610308,3.48171258,3.452077117,
5.418,1.736169162,3.479403257,3.441092686,
5.438,1.753630703,3.477452517,3.441092686,
5.458,1.770962334,3.47614646,3.438960067,
5.478,1.788169015,3.475330114,3.438960067,
5.498,1.805285329,3.475148678,3.457217122,
5.518,1.822313824,3.47388792,3.457217122,
5.538,1.839229092,3.472579718,3.455191779,
5.558,1.856001691,3.47175622,3.453875447,
5.578,1.872625325,3.471628904,3.450653011,
5.598,1.889118033,3.470443964,3.449364125,
5.618,1.905476287,3.468064547,3.445752714,
5.638,1.921694545,3.465618134,3.445752714,
5.658,1.937772122,3.462672234,3.437827159,
5.678,1.953711609,3.461016655,3.437827159,
5.698,1.969510102,3.458339453,3.43368653,
5.718,1.985161756,3.456047535,3.4273079,
5.738,2.000661079,3.454225063,3.4273079,
5.758,2.015998245,3.452433825,3.42480763,
5.778,2.031174798,3.450367928,3.42480763,
5.798,2.046194662,3.448283911,3.42157571,
5.818,2.061059745,3.447298288,3.429405355,
5.838,2.075768007,3.44535327,3.429405355,
5.858,2.09032142,3.444073915,3.425816681,
5.878,2.104734099,3.442044735,3.425816681,
5.898,2.119021479,3.440353394,3.423233953,
5.918,2.133174313,3.4383111,3.41380597,
5.938,2.147184626,3.437200069,3.410726867,
5.958,2.161047726,3.435752869,3.40889747,
5.978,2.174765576,3.434826136,3.40889747,
5.998,2.18833378,3.434210777,3.406950274,
6.018,2.201744206,3.432374716,3.407996049,
6.038,2.215006693,3.430921555,3.405639939,
6.058,2.22812974,3.430263042,3.405639939,
6.078,2.241113303,3.428172588,3.403527083,
6.098,2.253955111,3.426878691,3.409424381,
6.118,2.266650604,3.42540431,3.409424381,
6.138,2.279197312,3.424604893,3.40718668,
6.158,2.291592408,3.423335552,3.405094921,
6.178,2.303833494,3.422010899,3.40070123,
6.198,2.315916341,3.420113802,3.398383097,
6.218,2.327841336,3.418132305,3.398383097,
6.238,2.33961463,3.416678667,3.395676427,
6.258,2.351247791,3.415916443,3.377637219,
6.278,2.362743029,3.413558722,3.377637219,
6.298,2.374109262,3.412334442,3.375530719,
6.318,2.385345434,3.410973787,3.373524069,
6.338,2.396441809,3.409051418,3.379371864,
6.358,2.407388802,3.408335924,3.379371864,
6.378,2.418191714,3.404125452,3.373679709,
6.398,2.42885746,3.401213884,3.373679709,
6.418,2.43938075,3.399278402,3.377172959,
6.438,2.449760769,3.398027182,3.377172959,
6.458,2.460012637,3.396295309,3.374771438,
6.478,2.470137895,3.395223379,3.373203178,
6.498,2.480135204,3.394673109,3.372348111,
6.518,2.49001398,3.394307137,3.371978049,
6.538,2.499777577,3.394215584,3.371362446,
6.558,2.509435155,3.393729687,3.371362446,
6.578,2.518974701,3.393645287,3.369283576,
6.598,2.528366568,3.393193722,3.36846822,
6.618,2.537612041,3.392926455,3.36846822,
6.638,2.54673613,3.393503428,3.36197948,
6.658,2.55575277,3.394132614,3.362497448,
6.678,2.564657647,3.393449545,3.362497448,
6.698,2.573455269,3.393286467,3.361933947,
6.718,2.582139689,3.391597748,3.371312599,
6.738,2.590713503,3.390548229,3.369078768,
6.758,2.599190678,3.38875246,3.366637921,
6.778,2.607577243,3.388489962,3.365592538,
6.798,2.615863974,3.388683796,3.365564023,
6.818,2.624041085,3.389240026,3.366633538,
6.838,2.632116089,3.389999151,3.366633538,
6.858,2.640078331,3.39090848,3.367737764,
6.878,2.647917521,3.391944885,3.367737764,
6.898,2.655637947,3.391726017,3.366934127,
6.918,2.663240506,3.391820431,3.366209048,
6.938,2.670720168,3.39125371,3.366209048,
6.958,2.678065544,3.390151262,3.364878109,
6.978,2.685276554,3.390340567,3.364878109,
6.998,2.692359261,3.391252518,3.368216305,
7.018,2.6993178,3.392739534,3.370217465,
7.038,2.706167222,3.394518852,3.372287848,
7.058,2.712919648,3.395593643,3.370443103,
7.078,2.719572979,3.396482944,3.371719921,
7.098,2.726123432,3.39707756,3.372609203,
7.118,2.732563603,3.397009134,3.372676038,
7.138,2.738901811,3.397299528,3.372859789,
7.158,2.74513681,3.396782398,3.372200845,
7.178,2.751263889,3.396870613,3.372200845,
7.198,2.757286091,3.396582603,3.372193169,
7.218,2.763211388,3.396462202,3.372633807,
7.238,2.769050893,3.396478891,3.372532555,
7.258,2.774811901,3.396936417,3.372532555,
7.278,2.780498895,3.397982359,3.369829373,
7.298,2.786116618,3.399007559,3.371341207,
7.318,2.791659953,3.400554895,3.371341207,
7.338,2.797121572,3.402031422,3.373463804,
7.358,2.802502037,3.402870178,3.377481544,
7.378,2.807808729,3.404379368,3.37895261,
7.398,2.81305504,3.404757261,3.379408626,
7.418,2.818239133,3.405341148,3.380346448,
7.438,2.823354856,3.405563116,3.380346448,
7.458,2.828386351,3.405203581,3.379615533,
7.478,2.833336111,3.404256105,3.379615533,
7.498,2.838212453,3.404431105,3.379582521,
7.518,2.843024489,3.404910803,3.379582521,
7.538,2.847775537,3.405520678,3.380521505,
7.558,2.85247378,3.406104803,3.382139721,
7.578,2.857125888,3.407406807,3.383981686,
7.598,2.861730146,3.40806818,3.383981686,
7.618,2.866274445,3.408693552,3.384898826,
7.638,2.87075036,3.409070492,3.385885119,
7.658,2.875157021,3.40992713,3.385885119,
7.678,2.87948963,3.410638094,3.387181168,
7.698,2.88375466,3.411131144,3.387181168,
7.718,2.887954572,3.412309408,3.388813448,
7.738,2.892100491,3.413558006,3.390553304,
7.758,2.896205671,3.414597034,3.392948096,
7.778,2.900256261,3.415618658,3.394443595,
7.798,2.904238572,3.416482687,3.395490072,
7.818,2.908155667,3.41675806,3.395490072,
7.838,2.912020503,3.417090893,3.392939956,
7.858,2.915853922,3.417608023,3.392939956,
7.878,2.919665186,3.41778183,3.393614208,
7.898,2.923445359,3.418978691,3.385024624,
7.918,2.927175405,3.419321775,3.385024624,
7.938,2.930846101,3.419785023,3.385803485,
7.958,2.934459628,3.420188904,3.386193607,
7.978,2.93802441,3.420075417,3.396319196,
7.998,2.941552445,3.420074701,3.396450206,
8.018,2.94504332,3.419629335,3.395773048,
8.038,2.948476568,3.420229673,3.398821746,
8.058,2.951833662,3.420568466,3.398821746,
8.078,2.955113661,3.421660662,3.400522298,
8.098,2.958312849,3.423031569,3.400522298,
8.118,2.961431099,3.423772335,3.402596865,
8.138,2.964481942,3.424615145,3.397367227,
8.158,2.967471862,3.424823046,3.397750995,
8.178,2.970414818,3.425031185,3.397750995,
8.198,2.973323113,3.426023006,3.398918068,
8.218,2.976187627,3.427495718,3.398884816,
8.238,2.978986337,3.428521633,3.401314685,
8.258,2.981725209,3.431680202,3.404571357,
8.278,2.984420926,3.43367672,3.407064986,
8.298,2.98707637,3.435026169,3.412365134,
8.318,2.989696661,3.435809374,3.413709229,
8.338,2.992285019,3.436013937,3.414140011,
8.358,2.994844407,3.436309338,3.416263161,
8.378,2.997384299,3.436195135,3.416209434,
8.398,2.999907762,3.435990334,3.416209434,
8.418,3.002410708,3.434987307,3.415858568,
8.438,3.004889713,3.433683395,3.405832757,
8.458,3.007351108,3.431151628,3.405832757,
8.478,3.009786312,3.42974782,3.403364854,
8.498,3.012189856,3.429643631,3.403364854,
8.518,3.01454153,3.430127859,3.403734611,
8.538,3.01683953,3.430834293,3.412496591,
8.558,3.019092279,3.43221283,3.413837895,
8.578,3.021307303,3.434098959,3.416395502,
8.598,3.023497662,3.436744928,3.416395502,
8.618,3.025672414,3.439325094,3.420266323,
8.638,3.027837757,3.441725731,3.417893435,
8.658,3.029994782,3.444268942,3.417893435,
8.678,3.032135414,3.445441961,3.421519089,
8.698,3.03424395,3.446785212,3.423095935,
8.718,3.036324566,3.447073698,3.423095935,
8.738,3.038385622,3.447825909,3.421516587,
8.758,3.040426387,3.448734999,3.421516587,
8.778,3.042449201,3.449970245,3.423211675,
8.798,3.044459798,3.450368643,3.423211675,
8.818,3.046456549,3.450823545,3.424008313,
8.838,3.048441298,3.451309443,3.430314626,
8.858,3.050425725,3.452034712,3.430314626,
8.878,3.052406754,3.45262289,3.431247175,
8.898,3.054378491,3.45269227,3.431247175,
8.918,3.056331752,3.452899694,3.431600927,
8.938,3.05825221,3.452978611,3.431804112,
8.958,3.060138071,3.452955723,3.43189789,
8.978,3.061991118,3.453333378,3.43189789,
8.998,3.063816123,3.45388484,3.434517705,
9.018,3.065611059,3.453980684,3.434517705,
9.038,3.067380819,3.453629017,3.434421187,
9.058,3.069128465,3.453696489,3.434338691,
9.078,3.070849597,3.454214573,3.425966508,
9.098,3.072544684,3.454752922,3.425966508,
9.118,3.074212206,3.456002235,3.427558733,
9.138,3.075848682,3.456822872,3.430095233,
9.158,3.077448319,3.457457542,3.430095233,
9.178,3.079015059,3.458584309,3.431531399,
9.198,3.080547841,3.459280729,3.431531399,
9.218,3.082053545,3.459681273,3.436272889,
9.238,3.083533548,3.458407402,3.436272889,
9.258,3.08498467,3.457309723,3.434471746,
9.278,3.08642922,3.456151724,3.427550546,
9.298,3.087894287,3.455700636,3.427550546,
9.318,3.089376364,3.453769207,3.425238156,
9.338,3.090870503,3.452684879,3.425238156,
9.358,3.092370363,3.451303959,3.422845469,
9.378,3.093871333,3.448976278,3.426926749,
9.398,3.095363595,3.445301056,3.426926749,
9.418,3.096838622,3.443640232,3.421671324,
9.438,3.098295485,3.440308094,3.421671324,
9.458,3.099736033,3.43846941,3.418460791,
9.478,3.101175091,3.437724113,3.41041289,
9.498,3.102619882,3.436279297,3.408287367,
9.518,3.104069034,3.435465574,3.408287367,
9.538,3.105512576,3.434235811,3.406304147,
9.558,3.106951271,3.433062315,3.404017579,
9.578,3.10838085,3.431216717,3.404959936,
9.598,3.109804451,3.430401802,3.403524337,
9.618,3.111214799,3.429900885,3.402866635,
9.638,3.112606335,3.429249525,3.408874332,
9.658,3.113984437,3.428294659,3.407476047,
9.678,3.115355001,3.428571463,3.409424848,
9.698,3.116714118,3.429107666,3.409424848,
9.718,3.118073371,3.43105197,3.409424848,
9.738,3.119438611,3.43226099,3.412511441,
9.758,3.120807264,3.434568644,3.416145994,
9.778,3.122161524,3.436985731,3.411560754,
9.798,3.123489899,3.43891716,3.414426639,
9.818,3.124795734,3.441694021,3.418467295,
9.838,3.126098889,3.444349051,3.418467295,
9.858,3.127406603,3.446857929,3.425566593,
9.878,3.128708957,3.449233055,3.428921105,
9.898,3.130004662,3.450917721,3.428921105,
9.918,3.131287561,3.450620651,3.424894731,
9.938,3.132560984,3.44806695,3.424894731,
9.958,3.13382632,3.445739269,3.421147966,
9.978,3.13507935,3.443502903,3.416614515,
9.998,3.13632944,3.442335367,3.415353378,
10.018,3.13757571,3.442370415,3.415353378,
10.038,3.138823183,3.443512917,3.416987841,
10.058,3.140073436,3.444246292,3.416987841,
10.078,3.141310543,3.44494915,3.418382953,
10.098,3.142535501,3.445396185,3.418382953,
10.118,3.143764089,3.44655776,3.420902302,
10.138,3.144999206,3.448812962,3.423056377,
10.158,3.146239346,3.44938612,3.423056377,
10.178,3.147491901,3.450742483,3.424932298,
10.198,3.148759599,3.451315641,3.424932298,
10.218,3.150045166,3.452815056,3.425425035,
10.238,3.151352482,3.453497887,3.426814119,
10.258,3.152673726,3.453723907,3.426814119,
10.278,3.153994769,3.454086304,3.427385687,
10.298,3.155326073,3.454252243,3.427385687,
10.318,3.156671362,3.454130173,3.433186906,
10.338,3.158013349,3.45433259,3.433566266,
10.358,3.159332065,3.455193758,3.416857091,
10.378,3.160637886,3.455147982,3.417451053,
10.398,3.161948878,3.455155849,3.417451053,
10.418,3.163274532,3.4554739,3.41757936,
10.438,3.164616375,3.455851793,3.418556642,
10.458,3.165975725,3.456801891,3.428811399,
10.478,3.167359531,3.457249403,3.429732094,
10.498,3.168772385,3.456308126,3.429732094,
10.518,3.170213262,3.456053734,3.428571972,
10.538,3.171675054,3.454783916,3.426286429,
10.558,3.173161002,3.453698158,3.429020659,
10.578,3.174658382,3.452603579,3.429020659,
10.598,3.176159862,3.451612234,3.427528409,
10.618,3.177659611,3.449829578,3.42525616,
10.638,3.179149276,3.449027061,3.42780639,
10.658,3.180626742,3.447522402,3.425555209,
10.678,3.182108842,3.44644618,3.425555209,
10.698,3.183609255,3.44596839,3.424000761,
10.718,3.185117706,3.444283724,3.408895686,
10.738,3.186632776,3.442520857,3.408895686,
10.758,3.188145269,3.440808535,3.406483561,
10.778,3.189651268,3.439915895,3.409352643,
10.798,3.191145141,3.438706875,3.407325754,
10.818,3.192628515,3.43806076,3.409200493,
10.838,3.194105281,3.437912464,3.408432763,
10.858,3.195584358,3.437949896,3.408485527,
10.878,3.197076524,3.437926054,3.408485527,
10.898,3.198578723,3.43863225,3.408496553,
10.918,3.200087486,3.4395082,3.408496553,
10.938,3.201604546,3.439711809,3.409300863,
10.958,3.203131822,3.438625336,3.407899132,
10.978,3.204663202,3.437849522,3.417886044,
10.998,3.20619357,3.43719697,3.416848527,
11.018,3.207733347,3.436507225,3.415875257,
11.038,3.209290002,3.435925961,3.415875257,
11.058,3.210854617,3.435958147,3.413515702,
11.078,3.212436089,3.433728933,3.413515702,
11.098,3.214034683,3.431261301,3.407415149,
11.118,3.215647997,3.42752552,3.407415149,
11.138,3.217275769,3.424776793,3.403007995,
11.158,3.218909184,3.422468662,3.398448994,
11.178,3.220538863,3.421676636,3.395447132,
11.198,3.222150866,3.419435978,3.393277517,
11.218,3.223747752,3.419008493,3.389603559,
11.238,3.225343315,3.417593718,3.38782781,
11.258,3.226934886,3.416951656,3.38782781,
